id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-0891,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/function.rs,166,function return type,P7-B2.1,function signature contract verifier migration,MIR signature verifier now owns return type completeness; codegen fallback replaced by internal invariant
UMB-0892,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/function.rs,182,missing llvm function sret param,P7-B2.1,function signature contract verifier migration,function declaration now owns sret ABI shape; codegen fallback replaced by internal invariant
UMB-0899,B-02,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/gc_locals.rs,103,local slot gep source type,P7-B2.1,MIR local type contract verifier migration,local slot rematerialization now treats GEP source type as LLVM invariant after MIR local contract
UMB-0921,B-02,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,39,val without initializer,P7-B2.1,MIR local type contract verifier migration,typed HIR initializer contract now owns val initializer presence before LLVM lowering
UMB-0939,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/literal.rs,35,"DYNAMIC:if self.function_cx.current_sret_return_ptr.is_some() { ""sret return value"" } else { ""return value"" }",P7-B2.1,function signature contract verifier migration,MIR return contract now owns non-unit return value presence; codegen fallback replaced by internal invariant
UMB-0942,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/literal.rs,168,scoop_alloc_typed return type,P7-B2.1,function signature contract verifier migration,runtime allocation helper signature is fixed; codegen fallback replaced by pointer invariant
UMB-0980,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,17,DYNAMIC:kind,P7-B2.1,function signature contract verifier migration,MIR class constructor argument contract now owns arity before LLVM lowering
UMB-0981,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,26,DYNAMIC:kind,P7-B2.1,function signature contract verifier migration,MIR class constructor argument contract now owns positional argument shape before LLVM lowering
UMB-0983,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,95,scoop_alloc_typed return value,P7-B2.1,function signature contract verifier migration,runtime allocation helper signature is fixed; codegen fallback replaced by basic-value invariant
UMB-0984,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,100,scoop_alloc_typed return type,P7-B2.1,function signature contract verifier migration,runtime allocation helper signature is fixed; codegen fallback replaced by pointer invariant
UMB-0994,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,421,pass MIR plain param type,P7-B2.1,function signature contract verifier migration,MIR materialize verifier now owns plain parameter type completeness; codegen fallback replaced by internal invariant
UMB-1112,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,166,static interface dispatch return type,P7-B2.1,function signature contract verifier migration,MIR signature verifier now owns dispatch return type completeness; codegen fallback replaced by internal invariant
UMB-1119,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,386,plain dispatch return type,P7-B2.1,function signature contract verifier migration,MIR signature verifier now owns dispatch return type completeness; codegen fallback replaced by internal invariant
UMB-1191,B-02,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/string.rs,15,MIR unresolved name source type,P7-B2.1,MIR local type contract verifier migration,MIR materialize verifier now owns unresolved-name source type completeness; codegen fallback replaced by internal invariant
UMB-1192,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,33,pass MIR param arity,P7-B2.1,function signature contract verifier migration,MIR signature verifier now owns parameter arity before LLVM lowering; codegen fallback replaced by internal invariant
UMB-1194,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,44,pass MIR param type,P7-B2.1,function signature contract verifier migration,MIR signature verifier now owns parameter type completeness; codegen fallback replaced by internal invariant
UMB-1214,B-04,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/transport.rs,153,scoop_alloc_typed value box return type,P7-B2.1,function signature contract verifier migration,runtime allocation helper signature is fixed; codegen fallback replaced by pointer invariant
UMB-1221,B-02,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/types.rs,44,pass MIR local member field type drift,P7-B2.1,MIR local type contract verifier migration,MIR verifier now owns member source/local type consistency before LLVM lowering; codegen fallback replaced by internal invariant
UMB-1222,B-02,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/types.rs,74,pass MIR local type,P7-B2.1,MIR local type contract verifier migration,MIR verifier now owns local type completeness before LLVM lowering; codegen fallback replaced by internal invariant
UMB-0116,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,25,if output type,P7-B2.2,MIR CFG contract verifier migration,typecheck and MIR handoff now own if output lowering invariants before LLVM codegen; legacy_gap=PIPELINE_GAPS §3.6
UMB-0117,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,34,if condition value,P7-B2.2,MIR CFG contract verifier migration,typecheck and MIR branch condition verifier now own Bool conditions before LLVM codegen
UMB-0120,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,129,if result slot,P7-B2.2,MIR CFG contract verifier migration,if result storage is now an internal codegen construction invariant
UMB-0190,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,2338,`return` inside block expression,P7-B2.2,MIR CFG contract verifier migration,typecheck return-context gate keeps illegal return paths out of LLVM codegen
UMB-0193,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,2370,statement inside block expression,P7-B2.2,MIR CFG contract verifier migration,MIR direct-style verifier keeps Todo statements out of LLVM codegen
UMB-1110,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,150,static interface dispatch arity mismatch,P7-B2.2,MIR CFG contract verifier migration,MIR dispatch ABI contract now owns selected target arity before LLVM codegen
UMB-1114,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,266,static interface direct result storage,P7-B2.2,MIR CFG contract verifier migration,dispatch direct-result storage is now an internal codegen construction invariant
UMB-1115,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,289,plain dispatch arity mismatch,P7-B2.2,MIR CFG contract verifier migration,MIR dispatch ABI contract now owns selected target arity before LLVM codegen
UMB-1117,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,325,plain interface owner fqn,P7-B2.2,MIR CFG contract verifier migration,MIR dispatch metadata now owns canonical interface member identity before LLVM codegen
UMB-1121,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,497,plain dispatch deferred return value,P7-B2.2,MIR CFG contract verifier migration,dispatch direct-result deferral is now an internal codegen construction invariant
UMB-1122,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,546,DYNAMIC:kind,P7-B2.2,MIR CFG contract verifier migration,MIR class constructor argument contract now owns arity and positional shape before LLVM codegen
UMB-1125,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,574,DYNAMIC:kind,P7-B2.2,MIR CFG contract verifier migration,MIR class constructor argument contract now owns selected constructor arity before LLVM codegen
UMB-1193,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,38,pass MIR param local,P7-B2.2,MIR CFG contract verifier migration,MIR signature verifier now owns parameter local bounds before LLVM codegen
UMB-1195,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,53,missing pass MIR llvm param,P7-B2.2,MIR CFG contract verifier migration,MIR signature and ABI declaration now own lowered LLVM parameter shape before binding
UMB-1196,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,85,pass MIR param local,P7-B2.2,MIR CFG contract verifier migration,MIR materialized signature verifier now owns parameter local bounds before LLVM codegen
UMB-1198,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,217,pass MIR goto target,P7-B2.2,MIR CFG contract verifier migration,MIR validate_cfg now owns goto target bounds before LLVM codegen
UMB-1199,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,233,pass MIR branch condition,P7-B2.2,MIR CFG contract verifier migration,MIR production and materialized verifiers now require Bool CondBr operands before LLVM codegen
UMB-1200,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,240,pass MIR then target,P7-B2.2,MIR CFG contract verifier migration,MIR validate_cfg now owns then-target bounds before LLVM codegen
UMB-1201,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,247,pass MIR else target,P7-B2.2,MIR CFG contract verifier migration,MIR validate_cfg now owns else-target bounds before LLVM codegen
UMB-1202,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,367,interpolated string after HIR desugar,P7-B2.2,MIR CFG contract verifier migration,MIR production verifier now rejects residual interpolated-string rvalues before LLVM codegen
UMB-1204,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,447,pass MIR rvalue,P7-B2.2,MIR CFG contract verifier migration,MIR production and materialized verifiers now reject Todo rvalues before LLVM codegen
UMB-1205,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,523,interpolated string after HIR desugar,P7-B2.2,MIR CFG contract verifier migration,MIR materialized verifier now rejects residual interpolated-string rvalues before LLVM codegen
UMB-1206,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,559,value primitive call requires published ABI,P7-B2.2,MIR CFG contract verifier migration,MIR value primitive routing must publish call ABI before effect-neutral codegen
UMB-1208,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,567,value primitive class construction requires published ABI,P7-B2.2,MIR CFG contract verifier migration,MIR value primitive routing must publish class constructor ABI before effect-neutral codegen
UMB-1210,B-05,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/terminator.rs,578,value primitive rvalue,P7-B2.2,MIR CFG contract verifier migration,MIR value primitive routing and verifier now keep Todo rvalues out of effect-neutral codegen
UMB-0010,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/abi.rs,553,indirect aggregate call arg spill,P7-B2.3,aggregate/pattern/field schema verifier migration,aggregate call-argument spill is now an internal ABI invariant after MIR aggregate transport verification
UMB-0145,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,900,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,typecheck/MIR tuple pattern schema now owns tuple type identity before LLVM lowering
UMB-0174,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1956,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,typecheck/MIR tuple pattern schema now owns tuple type identity before LLVM lowering
UMB-0185,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,2140,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,typecheck/MIR tuple pattern schema now owns tuple type identity before LLVM lowering
UMB-0752,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,303,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element lookup now relies on verifier-checked tuple TypeIds
UMB-0753,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,309,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element lookup now relies on verifier-checked tuple schemas
UMB-0754,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,319,tuple element out of bounds,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element bounds are now owned by tuple schema verification
UMB-0755,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,325,tuple element type,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element codegen type is now an internal invariant after schema verification
UMB-0860,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,133,struct literal type,P7-B2.3,aggregate/pattern/field schema verifier migration,typecheck and MIR aggregate verifier now own struct literal target type
UMB-0861,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,140,struct literal type,P7-B2.3,aggregate/pattern/field schema verifier migration,struct literal nominal schema is now an internal invariant after typecheck
UMB-0862,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,150,struct literal layout,P7-B2.3,aggregate/pattern/field schema verifier migration,struct layout publication is now required before LLVM struct literal lowering
UMB-0864,B-21,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,213,struct field value,P7-B2.3,aggregate/pattern/field schema verifier migration,struct field value materialization is now an internal invariant after aggregate schema verification
UMB-0865,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,236,tuple literal type,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple literal target type is now owned by typecheck/MIR schema verification
UMB-0866,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,243,tuple literal type,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple literal schema is now verified before LLVM lowering
UMB-0867,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,250,tuple literal arity mismatch,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple literal arity is now verified before LLVM lowering
UMB-0868,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,263,tuple element type,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element type completeness is now verified before LLVM lowering
UMB-0869,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,292,tuple element value,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple element value materialization is now an internal invariant after schema verification
UMB-0883,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,506,aggregate explicit frame rebuild slot,P7-B2.3,aggregate/pattern/field schema verifier migration,explicit-frame aggregate rebuild slot count is now an internal storage invariant
UMB-0884,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,657,aggregate explicit frame rebuild arity,P7-B2.3,aggregate/pattern/field schema verifier migration,explicit-frame aggregate rebuild arity is now an internal storage invariant
UMB-0949,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,18,pass MIR tuple target type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns tuple target type before LLVM lowering
UMB-0950,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,29,pass MIR tuple type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns tuple schema before LLVM lowering
UMB-0951,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,37,pass MIR tuple arity mismatch,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns tuple arity before LLVM lowering
UMB-0952,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,53,pass MIR tuple element type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns tuple element type completeness
UMB-0953,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,78,pass MIR tuple element value,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now makes valueless tuple elements unreachable
UMB-0955,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,138,pass MIR alignOf arg type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR type verifier now owns alignOf argument type completeness
UMB-0958,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,249,pass MIR struct literal target type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns struct literal target type
UMB-0959,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,255,pass MIR struct literal type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns struct nominal schema
UMB-0960,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,264,pass MIR struct literal layout,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now requires struct layout publication before codegen
UMB-0961,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,269,pass MIR struct literal field count,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns struct literal field count
UMB-0963,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,290,pass MIR struct literal duplicate field,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now owns struct field uniqueness
UMB-0964,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,337,pass MIR struct literal field value,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR aggregate verifier now makes valueless struct fields unreachable
UMB-0965,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,367,pass MIR tuple operand type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR pattern/tuple-get verifier now owns tuple operand type identity
UMB-0966,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,372,pass MIR tuple operand type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR tuple-get verifier now owns tuple operand schema
UMB-0967,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,379,pass MIR tuple index,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR tuple-get verifier now owns tuple index bounds
UMB-0968,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,384,pass MIR tuple element type,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR tuple-get verifier now owns tuple element type completeness
UMB-0970,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,398,pass MIR tuple operand value,P7-B2.3,aggregate/pattern/field schema verifier migration,MIR tuple-get verifier now makes valueless tuple operands unreachable
UMB-0972,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,512,scoop_alloc_typed return value,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime allocation helper return value is now an internal closure allocation invariant
UMB-0973,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,517,scoop_alloc_typed return type,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime allocation helper return type is now an internal closure allocation invariant
UMB-0974,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,575,scoop_alloc_typed return value,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime allocation helper return value is now an internal closure-env allocation invariant
UMB-0975,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/aggregates.rs,580,scoop_alloc_typed return type,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime allocation helper return type is now an internal closure-env allocation invariant
UMB-1072,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,22,pass MIR char literal,P7-B2.3,aggregate/pattern/field schema verifier migration,parser/typecheck and pattern verifier now make invalid char literal payloads unreachable in MIR patterns
UMB-1073,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,40,pass MIR int builtin type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns Int literal subject/codegen type compatibility
UMB-1074,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,59,pass MIR synthesized int builtin type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns synthesized Int literal subject/codegen type compatibility
UMB-1075,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,143,pass MIR pattern int subject,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects Int literal patterns over non-int subjects
UMB-1076,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,157,pass MIR pattern char subject,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects Char literal patterns over incompatible subjects
UMB-1077,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,170,pass MIR pattern string subject,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects String literal patterns over non-string subjects
UMB-1078,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,176,pass MIR pattern string value,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now makes valueless String pattern subjects unreachable
UMB-1079,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,185,pass MIR pattern string literal,P7-B2.3,aggregate/pattern/field schema verifier migration,string literal pattern codegen now treats literal pointer production as an internal invariant
UMB-1080,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,202,pass MIR pattern string equals return value,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime string equality signature is now an internal invariant for pattern matching
UMB-1081,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,208,pass MIR pattern string equals return type,P7-B2.3,aggregate/pattern/field schema verifier migration,runtime string equality return type is now an internal invariant for pattern matching
UMB-1082,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,223,pass MIR pattern bool subject,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects Bool literal patterns over non-bool subjects
UMB-1083,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,246,pass MIR pattern is metadata,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns pattern type-test target metadata consistency
UMB-1084,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,253,pass MIR pattern is subject metadata,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns pattern type-test subject metadata completeness
UMB-1085,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,258,pass MIR pattern is subject type drift,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns subject type drift checks before LLVM lowering
UMB-1087,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,280,pass MIR pattern is target type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns runtime pattern target type equivalence
UMB-1088,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,286,pass MIR pattern is target type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns runtime pattern target codegen type completeness
UMB-1090,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,301,pass MIR pattern is subject type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects runtime type patterns over non-reference subjects
UMB-1091,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,308,pass MIR pattern is subject value,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now makes valueless runtime pattern subjects unreachable
UMB-1092,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,324,pass MIR tuple pattern subject type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects tuple patterns over non-tuple subjects
UMB-1093,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,330,pass MIR tuple pattern tuple type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns tuple pattern subject schema
UMB-1094,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,336,pass MIR tuple pattern subject value,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now makes valueless tuple pattern subjects unreachable
UMB-1095,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,352,pass MIR tuple pattern arity,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns tuple pattern arity
UMB-1096,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,361,pass MIR tuple pattern element type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns tuple pattern element type completeness
UMB-1097,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,385,pass MIR variant pattern subject type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects variant patterns over non-enum subjects
UMB-1098,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,391,pass MIR variant pattern subject value,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now makes valueless variant pattern subjects unreachable
UMB-1099,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,404,pass MIR unknown enum variant,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now rejects unknown enum variant patterns
UMB-1100,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,419,pass MIR variant pattern arity,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern verifier now owns variant pattern arity
UMB-1103,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,488,pass MIR variant payload tail,P7-B2.3,aggregate/pattern/field schema verifier migration,variant payload match block construction is now an internal codegen invariant
UMB-1104,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,516,pass MIR pattern extract tuple subject type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern extract verifier now rejects tuple extraction from non-tuple subjects
UMB-1105,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,522,pass MIR pattern extract tuple subject value,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern extract verifier now makes valueless tuple extraction subjects unreachable
UMB-1106,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,528,pass MIR pattern extract tuple field type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern extract verifier now owns tuple extraction field type
UMB-1107,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,545,pass MIR pattern extract variant subject type,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern extract verifier now rejects variant extraction from non-enum subjects
UMB-1108,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,556,pass MIR pattern extract unknown enum variant,P7-B2.3,aggregate/pattern/field schema verifier migration,pattern extract verifier now rejects unknown enum variant extraction paths
UMB-1109,B-07,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/const_pat.rs,613,pass MIR niche pointer none_value,P7-B2.3,aggregate/pattern/field schema verifier migration,enum layout verifier now owns pointer niche none-value invariants before tag extraction
UMB-1141,B-21,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,261,pass MIR class member field index,P7-B2.3,aggregate/pattern/field schema verifier migration,member metadata and class field lookup now make class field index drift an internal invariant
UMB-1272,B-21,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,347,struct field type,P7-B2.3,aggregate/pattern/field schema verifier migration,field metadata validation now owns struct field type identity before LLVM type lowering
UMB-1281,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,800,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple LLVM type lowering now relies on verifier-checked tuple TypeIds
